title_slug,tags,difficulty
tuple-with-same-product,"['Array', 'Hash Table', 'Counting']",Medium
palindrome-rearrangement-queries,"['Hash Table', 'String', 'Prefix Sum']",Hard
minimum-score-triangulation-of-polygon,"['Array', 'Dynamic Programming']",Medium
xor-queries-of-a-subarray,"['Array', 'Bit Manipulation', 'Prefix Sum']",Medium
check-if-numbers-are-ascending-in-a-sentence,['String'],Easy
find-duplicate-file-in-system,"['Array', 'Hash Table', 'String']",Medium
largest-triangle-area,"['Array', 'Math', 'Geometry']",Easy
lowest-common-ancestor-of-a-binary-search-tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium
minimize-or-of-remaining-elements-using-operations,"['Array', 'Greedy', 'Bit Manipulation']",Hard
put-boxes-into-the-warehouse-i,"['Array', 'Greedy', 'Sorting']",Medium
binary-search-tree-iterator-ii,"['Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator']",Medium
single-number-iii,"['Array', 'Bit Manipulation']",Medium
make-number-of-distinct-characters-equal,"['Hash Table', 'String', 'Counting']",Medium
find-good-days-to-rob-the-bank,"['Array', 'Dynamic Programming', 'Prefix Sum']",Medium
kth-smallest-number-in-multiplication-table,"['Math', 'Binary Search']",Hard
magical-string,"['Two Pointers', 'String']",Medium
number-of-same-end-substrings,"['Array', 'Hash Table', 'String', 'Counting', 'Prefix Sum']",Medium
compare-version-numbers,"['Two Pointers', 'String']",Medium
buddy-strings,"['Hash Table', 'String']",Easy
minimum-number-of-operations-to-make-x-and-y-equal,"['Dynamic Programming', 'Breadth-First Search', 'Memoization']",Medium
prison-cells-after-n-days,"['Array', 'Hash Table', 'Math', 'Bit Manipulation']",Medium
find-the-k-th-lucky-number,"['Math', 'String', 'Bit Manipulation']",Medium
best-time-to-buy-and-sell-stock-ii,"['Array', 'Dynamic Programming', 'Greedy']",Medium
bricks-falling-when-hit,"['Array', 'Union Find', 'Matrix']",Hard
maximum-number-that-makes-result-of-bitwise-and-zero,"['String', 'Greedy', 'Sorting']",Medium
maximum-number-of-words-found-in-sentences,"['Array', 'String']",Easy
left-and-right-sum-differences,"['Array', 'Prefix Sum']",Easy
valid-palindrome,"['Two Pointers', 'String']",Easy
count-negative-numbers-in-a-sorted-matrix,"['Array', 'Binary Search', 'Matrix']",Easy
pour-water,"['Array', 'Simulation']",Medium
sort-array-by-moving-items-to-empty-space,"['Array', 'Greedy', 'Sorting']",Hard
path-sum-iv,"['Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree']",Medium
total-hamming-distance,"['Array', 'Math', 'Bit Manipulation']",Medium
binary-tree-longest-consecutive-sequence-ii,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
implement-trie-prefix-tree,"['Hash Table', 'String', 'Design', 'Trie']",Medium
two-city-scheduling,"['Array', 'Greedy', 'Sorting']",Medium
minimum-deletions-to-make-string-balanced,"['String', 'Dynamic Programming', 'Stack']",Medium
the-kth-factor-of-n,"['Math', 'Number Theory']",Medium
sort-items-by-groups-respecting-dependencies,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']",Hard
apply-operations-to-make-string-empty,"['Array', 'Hash Table', 'Sorting', 'Counting']",Medium
maximum-split-of-positive-even-integers,"['Math', 'Backtracking', 'Greedy']",Medium
maximum-number-of-balls-in-a-box,"['Hash Table', 'Math', 'Counting']",Easy
sum-of-digits-in-the-minimum-number,"['Array', 'Math']",Easy
count-good-triplets,"['Array', 'Enumeration']",Easy
best-position-for-a-service-centre,"['Math', 'Geometry', 'Randomized']",Hard
stone-game-vi,"['Array', 'Math', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Game Theory']",Medium
three-equal-parts,"['Array', 'Math']",Hard
largest-number,"['Array', 'String', 'Greedy', 'Sorting']",Medium
guess-number-higher-or-lower,"['Binary Search', 'Interactive']",Easy
widest-vertical-area-between-two-points-containing-no-points,"['Array', 'Sorting']",Easy
sort-transformed-array,"['Array', 'Math', 'Two Pointers', 'Sorting']",Medium
tallest-billboard,"['Array', 'Dynamic Programming']",Hard
minimum-garden-perimeter-to-collect-enough-apples,"['Math', 'Binary Search']",Medium
merge-similar-items,"['Array', 'Hash Table', 'Sorting', 'Ordered Set']",Easy
k-items-with-the-maximum-sum,"['Math', 'Greedy']",Easy
minimum-white-tiles-after-covering-with-carpets,"['String', 'Dynamic Programming', 'Prefix Sum']",Hard
minimum-difference-in-sums-after-removal-of-elements,"['Array', 'Dynamic Programming', 'Heap (Priority Queue)']",Hard
longest-continuous-increasing-subsequence,['Array'],Easy
maximum-count-of-positive-integer-and-negative-integer,"['Array', 'Binary Search', 'Counting']",Easy
find-right-interval,"['Array', 'Binary Search', 'Sorting']",Medium
maximum-score-after-applying-operations-on-a-tree,"['Dynamic Programming', 'Tree', 'Depth-First Search']",Medium
output-contest-matches,"['String', 'Recursion', 'Simulation']",Medium
check-if-array-is-good,"['Array', 'Hash Table', 'Sorting']",Easy
isValidBST2,[],N/A
longest-arithmetic-sequence,[],N/A
sum-of-numbers-with-units-digit-k,"['Math', 'Dynamic Programming', 'Greedy', 'Enumeration']",Medium
design-in-memory-file-system,"['Hash Table', 'String', 'Design', 'Trie']",Hard
path-with-maximum-probability,"['Array', 'Graph', 'Heap (Priority Queue)', 'Shortest Path']",Medium
maximum-units-on-a-truck,"['Array', 'Greedy', 'Sorting']",Easy
most-frequent-prime,"['Array', 'Hash Table', 'Math', 'Matrix', 'Counting', 'Enumeration', 'Number Theory']",Medium
maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,"['Array', 'Hash Table', 'Greedy', 'Prefix Sum']",Medium
count-number-of-nice-subarrays,"['Array', 'Hash Table', 'Math', 'Sliding Window']",Medium
power-of-four,"['Math', 'Bit Manipulation', 'Recursion']",Easy
design-phone-directory,"['Array', 'Hash Table', 'Linked List', 'Design', 'Queue']",Medium
binary-tree-maximum-path-sum,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard
sort-an-array,"['Array', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Merge Sort', 'Bucket Sort', 'Radix Sort', 'Counting Sort']",Medium
evaluate-boolean-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy
word-ladder,"['Hash Table', 'String', 'Breadth-First Search']",Hard
count-nice-pairs-in-an-array,"['Array', 'Hash Table', 'Math', 'Counting']",Medium
random-point-in-non-overlapping-rectangles,"['Array', 'Math', 'Binary Search', 'Reservoir Sampling', 'Prefix Sum', 'Ordered Set', 'Randomized']",Medium
fraction-to-recurring-decimal,"['Hash Table', 'Math', 'String']",Medium
count-words-obtained-after-adding-a-letter,"['Array', 'Hash Table', 'String', 'Bit Manipulation', 'Sorting']",Medium
number-of-distinct-islands-ii,"['Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Hash Function']",Hard
even-odd-tree,"['Tree', 'Breadth-First Search', 'Binary Tree']",Medium
largest-magic-square,"['Array', 'Matrix', 'Prefix Sum']",Medium
number-of-beautiful-integers-in-the-range,"['Math', 'Dynamic Programming']",Hard
maximum-sum-of-an-hourglass,"['Array', 'Matrix', 'Prefix Sum']",Medium
3sum-closest,"['Array', 'Two Pointers', 'Sorting']",Medium
closest-fair-integer,"['Math', 'Enumeration']",Medium
replace-elements-with-greatest-element-on-right-side,['Array'],Easy
reverse-string,"['Two Pointers', 'String']",Easy
count-stepping-numbers-in-range,"['String', 'Dynamic Programming']",Hard
swapping-nodes-in-a-linked-list,"['Linked List', 'Two Pointers']",Medium
number-of-ways-to-build-house-of-cards,"['Math', 'Dynamic Programming']",Medium
magnetic-force-between-two-balls,"['Array', 'Binary Search', 'Sorting']",Medium
count-fertile-pyramids-in-a-land,"['Array', 'Dynamic Programming', 'Matrix']",Hard
the-k-strongest-values-in-an-array,"['Array', 'Two Pointers', 'Sorting']",Medium
last-moment-before-all-ants-fall-out-of-a-plank,"['Array', 'Brainteaser', 'Simulation']",Medium
sum-of-beauty-of-all-substrings,"['Hash Table', 'String', 'Counting']",Medium
count-complete-tree-nodes,"['Binary Search', 'Bit Manipulation', 'Tree', 'Binary Tree']",Easy
design-skiplist,"['Linked List', 'Design']",Hard
find-palindrome-with-fixed-length,"['Array', 'Math']",Medium
ones-and-zeroes,"['Array', 'String', 'Dynamic Programming']",Medium
frequency-tracker,"['Hash Table', 'Design']",Medium
powerful-integers,"['Hash Table', 'Math', 'Enumeration']",Medium
find-players-with-zero-or-one-losses,"['Array', 'Hash Table', 'Sorting', 'Counting']",Medium
cutting-ribbons,"['Array', 'Binary Search']",Medium
hexspeak,"['Math', 'String']",Easy
minimize-hamming-distance-after-swap-operations,"['Array', 'Depth-First Search', 'Union Find']",Medium
check-if-bitwise-or-has-trailing-zeros,"['Array', 'Bit Manipulation']",Easy
earliest-possible-day-of-full-bloom,"['Array', 'Greedy', 'Sorting']",Hard
single-element-in-a-sorted-array,"['Array', 'Binary Search']",Medium
partition-array-into-two-arrays-to-minimize-sum-difference,"['Array', 'Two Pointers', 'Binary Search', 'Dynamic Programming', 'Bit Manipulation', 'Ordered Set', 'Bitmask']",Hard
count-of-sub-multisets-with-bounded-sum,"['Array', 'Hash Table', 'Dynamic Programming', 'Sliding Window']",Hard
word-search,"['Array', 'String', 'Backtracking', 'Matrix']",Medium
integer-to-roman,"['Hash Table', 'Math', 'String']",Medium
maximum-number-of-removal-queries-that-can-be-processed-i,"['Array', 'Dynamic Programming']",Hard
find-the-k-sum-of-an-array,"['Array', 'Sorting', 'Heap (Priority Queue)']",Hard
zigzag-conversion,['String'],Medium
count-number-of-possible-root-nodes,"['Hash Table', 'Dynamic Programming', 'Tree', 'Depth-First Search']",Hard
number-of-subarrays-with-bounded-maximum,"['Array', 'Two Pointers']",Medium
self-dividing-numbers,['Math'],Easy
change-minimum-characters-to-satisfy-one-of-three-conditions,"['Hash Table', 'String', 'Counting', 'Prefix Sum']",Medium
distribute-repeating-integers,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Hard
minimum-ascii-delete-sum-for-two-strings,"['String', 'Dynamic Programming']",Medium
minimum-total-space-wasted-with-k-resizing-operations,"['Array', 'Dynamic Programming']",Medium
keep-multiplying-found-values-by-two,"['Array', 'Hash Table', 'Sorting', 'Simulation']",Easy
check-if-word-can-be-placed-in-crossword,"['Array', 'Matrix', 'Enumeration']",Medium
predict-the-winner,"['Array', 'Math', 'Dynamic Programming', 'Recursion', 'Game Theory']",Medium
perfect-squares,"['Math', 'Dynamic Programming', 'Breadth-First Search']",Medium
number-of-subarrays-that-match-a-pattern-ii,"['Array', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard
brightest-position-on-street,"['Array', 'Prefix Sum', 'Ordered Set']",Medium
count-substrings-without-repeating-character,"['Hash Table', 'String', 'Sliding Window']",Medium
minimize-length-of-array-using-operations,"['Array', 'Math', 'Greedy', 'Number Theory']",Medium
count-prefix-and-suffix-pairs-ii,"['Array', 'String', 'Trie', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard
median-of-two-sorted-arrays,"['Array', 'Binary Search', 'Divide and Conquer']",Hard
parallel-courses-ii,"['Dynamic Programming', 'Bit Manipulation', 'Graph', 'Bitmask']",Hard
minimum-number-of-buckets-required-to-collect-rainwater-from-houses,[],N/A
minimum-operations-to-exceed-threshold-value-i,['Array'],Easy
evaluate-the-bracket-pairs-of-a-string,"['Array', 'Hash Table', 'String']",Medium
minimum-number-of-operations-to-make-array-empty,"['Array', 'Hash Table', 'Greedy', 'Counting']",Medium
count-anagrams,"['Hash Table', 'Math', 'String', 'Combinatorics', 'Counting']",Hard
number-of-ways-to-separate-numbers,"['String', 'Dynamic Programming', 'Suffix Array']",Hard
split-array-largest-sum,"['Array', 'Binary Search', 'Dynamic Programming', 'Greedy', 'Prefix Sum']",Hard
construct-binary-tree-from-preorder-and-postorder-traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",Medium
partition-string-into-minimum-beautiful-substrings,"['Hash Table', 'String', 'Dynamic Programming', 'Backtracking']",Medium
sender-with-largest-word-count,"['Array', 'Hash Table', 'String', 'Counting']",Medium
tiling-a-rectangle-with-the-fewest-squares,['Backtracking'],Hard
stock-price-fluctuation,"['Hash Table', 'Design', 'Heap (Priority Queue)', 'Data Stream', 'Ordered Set']",Medium
find-in-mountain-array,"['Array', 'Binary Search', 'Interactive']",Hard
implement-strstr,[],N/A
split-the-array,"['Array', 'Hash Table', 'Counting']",Easy
maximize-distance-to-closest-person,['Array'],Medium
find-peak-element,"['Array', 'Binary Search']",Medium
closest-binary-search-tree-value,"['Binary Search', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Easy
maximum-product-of-word-lengths,"['Array', 'String', 'Bit Manipulation']",Medium
longest-strictly-increasing-or-strictly-decreasing-subarray,['Array'],Easy
binary-tree-vertical-order-traversal,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Sorting', 'Binary Tree']",Medium
number-complement,['Bit Manipulation'],Easy
remove-9,['Math'],Hard
count-integers-with-even-digit-sum,"['Math', 'Simulation']",Easy
bulb-switcher-iv,[],N/A
minimum-number-of-people-to-teach,"['Array', 'Hash Table', 'Greedy']",Medium
split-two-strings-to-make-palindrome,"['Two Pointers', 'String']",Medium
the-number-of-full-rounds-you-have-played,"['Math', 'String']",Medium
permutation-in-string,"['Hash Table', 'Two Pointers', 'String', 'Sliding Window']",Medium
sum-of-prefix-scores-of-strings,"['Array', 'String', 'Trie', 'Counting']",Hard
path-with-maximum-minimum-value,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Heap (Priority Queue)', 'Matrix']",Medium
compare-strings-by-frequency-of-the-smallest-character,"['Array', 'Hash Table', 'String', 'Binary Search', 'Sorting']",Medium
longest-common-suffix-queries,"['Array', 'String', 'Trie']",Hard
find-the-punishment-number-of-an-integer,"['Math', 'Backtracking']",Medium
throne-inheritance,"['Hash Table', 'Tree', 'Depth-First Search', 'Design']",Medium
dinner-plate-stacks,"['Hash Table', 'Stack', 'Design', 'Heap (Priority Queue)']",Hard
single-number-ii,"['Array', 'Bit Manipulation']",Medium
recover-a-tree-from-preorder-traversal,"['String', 'Tree', 'Depth-First Search', 'Binary Tree']",Hard
k-radius-subarray-averages,"['Array', 'Sliding Window']",Medium
remove-digit-from-number-to-maximize-result,"['String', 'Greedy', 'Enumeration']",Easy
distinct-echo-substrings,"['String', 'Trie', 'Rolling Hash', 'Hash Function']",Hard
guess-number-higher-or-lower-ii,"['Math', 'Dynamic Programming', 'Game Theory']",Medium
words-within-two-edits-of-dictionary,"['Array', 'String']",Medium
rearrange-array-elements-by-sign,"['Array', 'Two Pointers', 'Simulation']",Medium
minimum-space-wasted-from-packaging,"['Array', 'Binary Search', 'Sorting', 'Prefix Sum']",Hard
two-sum-iii-data-structure-design,"['Array', 'Hash Table', 'Two Pointers', 'Design', 'Data Stream']",Easy
design-a-stack-with-increment-operation,"['Array', 'Stack', 'Design']",Medium
how-many-numbers-are-smaller-than-the-current-number,"['Array', 'Hash Table', 'Sorting', 'Counting']",Easy
jump-game-iv,"['Array', 'Hash Table', 'Breadth-First Search']",Hard
find-the-sum-of-subsequence-powers,"['Array', 'Dynamic Programming', 'Sorting']",Hard
shortest-word-distance,"['Array', 'String']",Easy
number-of-visible-people-in-a-queue,"['Array', 'Stack', 'Monotonic Stack']",Hard
walking-robot-simulation,"['Array', 'Hash Table', 'Simulation']",Medium
replace-all-s-to-avoid-consecutive-repeating-characters,['String'],Easy
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,"['Array', 'Sliding Window']",Medium
minimum-swaps-to-group-all-1s-together,"['Array', 'Sliding Window']",Medium
flatten-a-multilevel-doubly-linked-list,"['Linked List', 'Depth-First Search', 'Doubly-Linked List']",Medium
find-k-length-substrings-with-no-repeated-characters,"['Hash Table', 'String', 'Sliding Window']",Medium
score-of-a-string,['String'],Easy
find-the-median-of-the-uniqueness-array,"['Array', 'Hash Table', 'Binary Search', 'Sliding Window']",Hard
divide-two-integers,"['Math', 'Bit Manipulation']",Medium
minimum-insertions-to-balance-a-parentheses-string,"['String', 'Stack', 'Greedy']",Medium
delete-n-nodes-after-m-nodes-of-a-linked-list,['Linked List'],Easy
island-perimeter,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']",Easy
as-far-from-land-as-possible,"['Array', 'Dynamic Programming', 'Breadth-First Search', 'Matrix']",Medium
design-circular-deque,"['Array', 'Linked List', 'Design', 'Queue']",Medium
fair-distribution-of-cookies,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",Medium
count-binary-substrings,"['Two Pointers', 'String']",Easy
find-closest-node-to-given-two-nodes,"['Depth-First Search', 'Graph']",Medium
maximum-depth-of-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Easy
minimum-operations-to-form-subsequence-with-target-sum,"['Array', 'Greedy', 'Bit Manipulation']",Hard
minimum-time-difference,"['Array', 'Math', 'String', 'Sorting']",Medium
number-of-unequal-triplets-in-array,"['Array', 'Hash Table', 'Sorting']",Easy
2-keys-keyboard,"['Math', 'Dynamic Programming']",Medium
beautiful-towers-ii,"['Array', 'Stack', 'Monotonic Stack']",Medium
k-empty-slots,"['Array', 'Binary Indexed Tree', 'Sliding Window', 'Ordered Set']",Hard
final-prices-with-a-special-discount-in-a-shop,"['Array', 'Stack', 'Monotonic Stack']",Easy
string-transforms-into-another-string,"['Hash Table', 'String']",Hard
maximum-product-of-two-elements-in-an-array,"['Array', 'Sorting', 'Heap (Priority Queue)']",Easy
maximum-repeating-substring,"['String', 'Dynamic Programming', 'String Matching']",Easy
sum-game,"['Math', 'String', 'Greedy', 'Game Theory']",Medium
find-valid-matrix-given-row-and-column-sums,"['Array', 'Greedy', 'Matrix']",Medium
rank-transform-of-an-array,"['Array', 'Hash Table', 'Sorting']",Easy
movement-of-robots,"['Array', 'Brainteaser', 'Sorting', 'Prefix Sum']",Medium
reconstruct-original-digits-from-english,"['Hash Table', 'Math', 'String']",Medium
boundary-of-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Medium
happy-number,"['Hash Table', 'Math', 'Two Pointers']",Easy
split-strings-by-separator,"['Array', 'String']",Easy
longest-increasing-subsequence,"['Array', 'Binary Search', 'Dynamic Programming']",Medium
group-the-people-given-the-group-size-they-belong-to,"['Array', 'Hash Table']",Medium
making-file-names-unique,"['Array', 'Hash Table', 'String']",Medium
recover-the-original-array,"['Array', 'Hash Table', 'Sorting', 'Enumeration']",Hard
convert-bst-to-greater-tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",Medium
k-th-symbol-in-grammar,"['Math', 'Bit Manipulation', 'Recursion']",Medium
subarray-sums-divisible-by-k,"['Array', 'Hash Table', 'Prefix Sum']",Medium
substrings-that-begin-and-end-with-the-same-letter,"['Hash Table', 'Math', 'String', 'Counting', 'Prefix Sum']",Medium
add-strings,"['Math', 'String', 'Simulation']",Easy
find-the-maximum-sum-of-node-values,"['Array', 'Dynamic Programming', 'Greedy', 'Bit Manipulation', 'Tree', 'Sorting']",Hard
longest-word-with-all-prefixes,"['Depth-First Search', 'Trie']",Medium
number-of-pairs-of-interchangeable-rectangles,"['Array', 'Hash Table', 'Math', 'Counting', 'Number Theory']",Medium
largest-palindromic-number,"['Hash Table', 'String', 'Greedy']",Medium
replace-the-substring-for-balanced-string,"['String', 'Sliding Window']",Medium
count-primes,"['Array', 'Math', 'Enumeration', 'Number Theory']",Medium
removing-minimum-and-maximum-from-array,"['Array', 'Greedy']",Medium
longest-path-with-different-adjacent-characters,"['Array', 'String', 'Tree', 'Depth-First Search', 'Graph', 'Topological Sort']",Hard
car-pooling,"['Array', 'Sorting', 'Heap (Priority Queue)', 'Simulation', 'Prefix Sum']",Medium
interval-list-intersections,"['Array', 'Two Pointers']",Medium
create-binary-tree-from-descriptions,"['Array', 'Hash Table', 'Tree', 'Binary Tree']",Medium
longest-arithmetic-subsequence-of-given-difference,"['Array', 'Hash Table', 'Dynamic Programming']",Medium
contains-duplicate,"['Array', 'Hash Table', 'Sorting']",Easy
decode-ways-ii,"['String', 'Dynamic Programming']",Hard
encode-and-decode-strings,"['Array', 'String', 'Design']",Medium
count-ways-to-build-rooms-in-an-ant-colony,"['Math', 'Dynamic Programming', 'Tree', 'Graph', 'Topological Sort', 'Combinatorics']",Hard
largest-sum-of-averages,"['Array', 'Dynamic Programming', 'Prefix Sum']",Medium
maximum-erasure-value,"['Array', 'Hash Table', 'Sliding Window']",Medium
minimum-operations-to-exceed-threshold-value-ii,"['Array', 'Heap (Priority Queue)', 'Simulation']",Medium
palindromePartition,[],N/A
meeting-rooms,"['Array', 'Sorting']",Easy
find-consecutive-integers-from-a-data-stream,"['Hash Table', 'Design', 'Queue', 'Counting', 'Data Stream']",Medium
find-beautiful-indices-in-the-given-array-i,"['Two Pointers', 'String', 'Binary Search', 'Rolling Hash', 'String Matching', 'Hash Function']",Medium
powx-n,"['Math', 'Recursion']",Medium
maximum-length-substring-with-two-occurrences,"['Hash Table', 'String', 'Sliding Window']",Easy
longest-word-in-dictionary-through-deleting,"['Array', 'Two Pointers', 'String', 'Sorting']",Medium
brace-expansion,"['String', 'Backtracking', 'Breadth-First Search']",Medium
diameter-of-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",Easy
continuous-subarrays,"['Array', 'Queue', 'Sliding Window', 'Heap (Priority Queue)', 'Ordered Set', 'Monotonic Queue']",Medium
range-sum-query-immutable,"['Array', 'Design', 'Prefix Sum']",Easy
find-center-of-star-graph,['Graph'],Easy
find-all-possible-stable-binary-arrays-ii,"['Dynamic Programming', 'Prefix Sum']",Hard
3sum-with-multiplicity,"['Array', 'Hash Table', 'Two Pointers', 'Sorting', 'Counting']",Medium
maximum-balanced-subsequence-sum,"['Array', 'Binary Search', 'Dynamic Programming', 'Binary Indexed Tree', 'Segment Tree']",Hard
can-i-win,"['Math', 'Dynamic Programming', 'Bit Manipulation', 'Memoization', 'Game Theory', 'Bitmask']",Medium
number-of-smooth-descent-periods-of-a-stock,"['Array', 'Math', 'Dynamic Programming']",Medium
count-pairs-of-connectable-servers-in-a-weighted-tree-network,"['Array', 'Tree', 'Depth-First Search']",Medium
string-without-aaa-or-bbb,"['String', 'Greedy']",Medium
root-equals-sum-of-children,"['Tree', 'Binary Tree']",Easy
check-if-there-is-a-valid-partition-for-the-array,"['Array', 'Dynamic Programming']",Medium
average-value-of-even-numbers-that-are-divisible-by-three,"['Array', 'Math']",Easy
find-the-minimum-cost-array-permutation,"['Array', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Hard
find-original-array-from-doubled-array,"['Array', 'Hash Table', 'Greedy', 'Sorting']",Medium
web-crawler-multithreaded,"['Depth-First Search', 'Breadth-First Search', 'Concurrency']",Medium
find-the-k-beauty-of-a-number,"['Math', 'String', 'Sliding Window']",Easy
the-skyline-problem,"['Array', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Line Sweep', 'Heap (Priority Queue)', 'Ordered Set']",Hard
serialize-and-deserialize-binary-tree,"['String', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Tree']",Hard
unique-substrings-with-equal-digit-frequency,"['Hash Table', 'String', 'Rolling Hash', 'Counting', 'Hash Function']",Medium
rotting-oranges,"['Array', 'Breadth-First Search', 'Matrix']",Medium
count-and-say,['String'],Medium
remove-duplicate-letters,"['String', 'Stack', 'Greedy', 'Monotonic Stack']",Medium
beautiful-array,"['Array', 'Math', 'Divide and Conquer']",Medium
pyramid-transition-matrix,"['Bit Manipulation', 'Depth-First Search', 'Breadth-First Search']",Medium
array-with-elements-not-equal-to-average-of-neighbors,"['Array', 'Greedy', 'Sorting']",Medium
calculate-amount-paid-in-taxes,"['Array', 'Simulation']",Easy
percentage-of-letter-in-string,['String'],Easy
validate-stack-sequences,"['Array', 'Stack', 'Simulation']",Medium
domino-and-tromino-tiling,['Dynamic Programming'],Medium
double-a-number-represented-as-a-linked-list,"['Linked List', 'Math', 'Stack']",Medium
count-the-number-of-square-free-subsets,"['Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']",Medium
faulty-keyboard,"['String', 'Simulation']",Easy
friends-of-appropriate-ages,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Medium
minimum-time-for-k-virus-variants-to-spread,"['Array', 'Math', 'Binary Search', 'Geometry', 'Enumeration']",Hard
satisfiability-of-equality-equations,"['Array', 'String', 'Union Find', 'Graph']",Medium
shortest-palindrome,"['String', 'Rolling Hash', 'String Matching', 'Hash Function']",Hard
subsequence-of-size-k-with-the-largest-even-sum,"['Array', 'Greedy', 'Sorting']",Medium
number-of-distinct-averages,"['Array', 'Hash Table', 'Two Pointers', 'Sorting']",Easy
unique-length-3-palindromic-subsequences,"['Hash Table', 'String', 'Bit Manipulation', 'Prefix Sum']",Medium
apply-discount-every-n-orders,"['Array', 'Hash Table', 'Design']",Medium
my-calendar-i,"['Binary Search', 'Design', 'Segment Tree', 'Ordered Set']",Medium
count-the-digits-that-divide-a-number,['Math'],Easy
maximize-score-after-n-operations,"['Array', 'Math', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Number Theory', 'Bitmask']",Hard
substring-xor-queries,"['Array', 'Hash Table', 'String', 'Bit Manipulation']",Medium
add-one-row-to-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
largest-time-for-given-digits,"['Array', 'String', 'Enumeration']",Medium
find-nearest-point-that-has-the-same-x-or-y-coordinate,['Array'],Easy
maximum-alternating-subarray-sum,"['Array', 'Dynamic Programming']",Medium
form-smallest-number-from-two-digit-arrays,"['Array', 'Hash Table', 'Enumeration']",Easy
last-day-where-you-can-still-cross,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",Hard
largest-positive-integer-that-exists-with-its-negative,"['Array', 'Hash Table', 'Two Pointers', 'Sorting']",Easy
alice-and-bob-playing-flower-game,['Math'],Medium
most-expensive-item-that-can-not-be-bought,"['Math', 'Dynamic Programming', 'Number Theory']",Medium
range-sum-query-2d-immutable,"['Array', 'Design', 'Matrix', 'Prefix Sum']",Medium
watering-plants,"['Array', 'Simulation']",Medium
find-the-number-of-ways-to-place-people-ii,"['Array', 'Math', 'Geometry', 'Sorting', 'Enumeration']",Hard
last-substring-in-lexicographical-order,"['Two Pointers', 'String']",Hard
maximum-number-of-non-overlapping-substrings,"['String', 'Greedy']",Hard
maximum-sum-circular-subarray,"['Array', 'Divide and Conquer', 'Dynamic Programming', 'Queue', 'Monotonic Queue']",Medium
number-of-valid-move-combinations-on-chessboard,"['Array', 'String', 'Backtracking', 'Simulation']",Hard
sorting-the-sentence,"['String', 'Sorting']",Easy
richest-customer-wealth,"['Array', 'Matrix']",Easy
binary-subarrays-with-sum,"['Array', 'Hash Table', 'Sliding Window', 'Prefix Sum']",Medium
lowest-common-ancestor-of-deepest-leaves,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",Medium
ugly-number-iii,"['Math', 'Binary Search', 'Combinatorics', 'Number Theory']",Medium
minimum-time-to-eat-all-grains,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']",Hard
find-substring-with-given-hash-value,"['String', 'Sliding Window', 'Rolling Hash', 'Hash Function']",Hard
find-a-value-of-a-mysterious-function-closest-to-target,"['Array', 'Binary Search', 'Bit Manipulation', 'Segment Tree']",Hard
odd-even-jump,"['Array', 'Dynamic Programming', 'Stack', 'Monotonic Stack', 'Ordered Set']",Hard
